Circuit,time,FPI,WindSustained,GustSustained,Thresholds
TIMBER CANYON,10/23/2021 18:50,0.677912418,1.983628922,33.46304842,31/46
LOPEZ,10/23/2021 18:50,1.156180876,1.905491797,33.35775955,31/46
SANTORINI,10/23/2021 18:50,3.09706382,2.295548808,34.28869597,31/42
MACIEL,10/23/2021 18:50,1.808290442,3.963826307,25.13130134,28/42
ALOLA #2,10/23/2021 18:50,1.891707126,6.190086087,35.57291579,31/44
ERRINGER,10/23/2021 18:50,0.4799586,3.879432373,32.7507272,31/45
RICARDO,10/23/2021 18:50,0.533252283,5.3320968,38.97197313,31/46
ESTABAN,10/23/2021 18:50,0.867003189,3.486780392,27.88239479,31/45
CONDOR,10/23/2021 18:50,0.833854352,0.901021933,26.53792379,31/46
NAPA,10/23/2021 18:50,0.485871706,1.570723489,28.39600525,28/39
IMPALA,10/23/2021 18:50,3.596431145,3.756687459,32.42920139,31/46
SHOVEL,10/23/2021 18:50,0.85923055,1.810362444,25.44240074,25/40
LOCKNER,10/23/2021 18:50,1.002426083,0,24.19866407,31/45
ROSA,10/23/2021 18:50,4.553685978,1.81373763,31.67965312,31/46
COLLINS,10/23/2021 18:50,2.762446148,1.633049528,32.99848379,31/43
TWIN LAKES,10/23/2021 18:50,3.955031958,4.505288512,32.85264393,31/45
TOWNSHIP,10/23/2021 18:50,2.093659332,2.969742023,34.64698744,31/45
ZENDA,10/23/2021 18:50,6.99046984,0.38838448,39.10728072,31/46
BENCH,10/23/2021 18:50,1.18765871,2.509877029,33.04574768,29/42
TAHQUITZ,10/23/2021 18:50,2.302142054,3.078786009,28.17404656,31/46
RUSTIC,10/23/2021 18:50,2.593265908,0.53458534,29.79968439,31/46
CAIN RANCH,10/23/2021 18:50,0.895717122,0.565484749,30.53304795,31/46
EASTER,10/23/2021 18:50,0,1.257904525,33.01353991,29/41
SNOW VALLEY,10/23/2021 18:50,0.395622929,7.46363962,33.32725882,31/46
BALCOM,10/23/2021 18:50,0.705279267,2.180121836,25.49067961,31/46
REVERSE PEAK,10/23/2021 18:50,0.387882834,5.61853393,31.44256218,31/46
JULIUS,10/23/2021 18:50,3.54813358,1.999258265,33.14732033,31/46
ACOSTA,10/23/2021 18:50,1.528646918,1.603438285,31.31201927,31/46
GINGER,10/23/2021 18:50,1.076298138,0,33.83402729,28/40
DIAMONDBACK,10/23/2021 18:50,0,7.101622301,38.53681828,31/42
JONAGOLD,10/23/2021 18:50,0.174837744,0.500942895,32.20849174,28/39
ICEHOUSE,10/23/2021 18:50,4.550459683,3.754472614,30.79244048,31/46
FROZEN,10/23/2021 18:50,2.414124913,1.684044469,37.57924519,31/46
STAGHORN,10/23/2021 18:50,1.743871837,0,32.08659405,31/46
WHITECLIFF,10/23/2021 18:50,1.942615888,1.22159863,29.38059318,31/46
PYLE,10/23/2021 18:50,0,0.590798724,29.03552823,28/44
MORELLO,10/23/2021 18:50,1.77425258,0,33.3555418,31/45
CORSAIR,10/23/2021 18:50,0.78966034,2.206151069,36.04825758,30/42
TAGGERT,10/23/2021 18:50,0.347749386,1.998240446,28.84493377,31/46
RED BOX,10/23/2021 18:50,0.766394575,0.526856428,30.41625373,31/46
ICE HOUSE,10/23/2021 18:50,0.36546593,0,30.69065273,31/46
SAVORY,10/23/2021 18:50,2.232001087,9.348690389,34.65674824,29/42
BUCKNER,10/23/2021 18:50,1.005021738,0,28.67782263,31/45
ANGUS,10/23/2021 18:50,1.24520469,11.08773138,43.66099857,31/46
BIRCHIM,10/23/2021 18:50,6.387630188,0,30.6627229,31/46
STORES,10/23/2021 18:50,0.185166078,3.374768629,37.04216623,31/46
MARCUS,10/23/2021 18:50,4.946868528,0,31.99477467,31/46
ENCHANTED,10/23/2021 18:50,1.265987517,6.117649981,36.62378496,31/46
PINE COVE,10/23/2021 18:50,0.310365254,7.534823892,32.34944613,27/44
ECHO,10/23/2021 18:50,0.396271667,2.569624014,25.98120032,31/46
COBRA,10/23/2021 18:50,1.36777892,5.106237984,31.51975121,31/42
PASCAL,10/23/2021 18:50,1.232199665,6.311721029,32.89296781,31/44
STUBBY,10/23/2021 18:50,4.784711483,7.165599952,34.66744985,31/46
CUTHBERT,10/23/2021 18:50,2.276715225,0,30.60821907,31/46
GABBERT,10/23/2021 18:50,0,1.121549505,25.83369663,31/46
RACER,10/23/2021 18:50,0.990394411,3.477195418,33.12600529,31/46
DONLON,10/23/2021 18:50,0.487468924,1.446737365,34.22691087,31/46
CASSIDY,10/23/2021 18:50,0.627547604,0,32.27542751,31/46
RMV 1243,10/23/2021 18:50,4.777760654,2.465707952,28.83154849,31/46
SONOMA,10/23/2021 18:50,0.920661714,2.167414452,26.8868458,27/39
CLUB OAKS,10/23/2021 18:50,0.633866258,0.410957446,33.48263914,31/46
LAUDA,10/23/2021 18:50,0.670575566,2.30585402,32.92105518,31/45
ACCENT,10/23/2021 18:50,0,7.473222095,31.7742476,27/38
BIANCO,10/23/2021 18:50,0.133792023,1.324880669,29.07361126,31/40
VERDEMONT,10/23/2021 18:50,2.028233216,3.36907728,31.55695583,31/46
VIDEO,10/23/2021 18:50,4.803061813,2.800422308,37.26696872,28/45
VIENTO,10/23/2021 18:50,2.11686321,6.608941269,31.70551086,31/46
LYONS,10/23/2021 18:50,2.963104939,1.094556433,25.38795236,31/46
FOOTHILL,10/23/2021 18:50,0,9.055733729,37.83134947,26/36
REJADA,10/23/2021 18:50,3.841850611,7.550992947,33.32879368,31/46
CAMP BALDY,10/23/2021 18:50,1.282790692,1.718077882,32.51143855,31/46
SAUNDERS,10/23/2021 18:50,0,0,30.57181919,27/44
NAPOLEON,10/23/2021 18:50,3.335830047,4.01193885,32.89747174,31/45
EVERETT,10/23/2021 18:50,0.662004842,11.17652123,35.24630133,31/46
HONEYCRISP,10/23/2021 18:50,2.469445061,0.84907658,32.759429,29/42
DYSART,10/23/2021 18:50,5.880381902,0.759536229,31.7940468,31/46
CANEBRAKE,10/23/2021 18:50,0,2.459397283,31.70691334,31/46
WINERY,10/23/2021 18:50,2.444339784,5.226352525,29.46308537,29/42
JORDAN,10/23/2021 18:50,1.022367577,2.587551059,26.88195531,27/46
GREEN RIVER,10/23/2021 18:50,1.675936633,5.77531393,35.22748421,30.55/39.5
BADGER,10/23/2021 18:50,3.105451139,10.34694441,33.61194124,31/46
VERA CRUZ,10/23/2021 18:50,0.147690764,0,27.30259478,28/42
RAINBOW,10/23/2021 18:50,2.957576379,3.850511212,35.12627449,31/46
MIDDLE ROAD,10/23/2021 18:50,0.294805776,2.095886844,32.43112891,26/42
HILLCREST,10/23/2021 18:50,1.671191344,4.11971971,31.18610878,31/45
SUTT,10/23/2021 18:50,0,9.180112277,33.61164492,31/46
BUCKHORN,10/23/2021 18:50,0,2.071315039,31.0687053,31/46
AMETHYST,10/23/2021 18:50,0,0.480461801,31.91604505,31/46
GREAT SALT,10/23/2021 18:50,2.403354978,0,34.81863915,29/42
ATENTO,10/23/2021 18:50,0,6.713895922,33.77125936,31/46
STAR ROCK,10/23/2021 18:50,3.75219021,3.76550081,33.64244764,31/44
BING,10/23/2021 18:50,0.735706473,3.748949699,33.38847869,31/45
STEARNS,10/23/2021 18:50,0.354613727,11.3575547,32.83379643,31/46
GRAPEVINE PEAK,10/23/2021 18:50,0.616003662,3.749156008,35.0591519,31/46
GOWAN,10/23/2021 18:50,1.571441851,7.762061095,36.84415509,31/46
BELPAC,10/23/2021 18:50,3.681842392,1.446609494,30.90788963,31/42.42
BEAR VALLEY,10/23/2021 18:50,0,0,31.82268148,18/29
PHEASANT,10/23/2021 18:50,3.489353088,3.878464751,32.10572865,31/45
ANTON,10/23/2021 18:50,2.670339586,12.00082415,34.15011481,31/46
BIG ROCK,10/23/2021 18:50,1.69430235,4.602574424,34.57345147,31/46
STRATHERN,10/23/2021 18:50,0,0,28.610252,31/46
GOLDSMITH,10/23/2021 18:50,0.538355493,4.935353273,32.49940526,31/45
FERRARA,10/23/2021 18:50,2.550364823,5.533264035,34.54878011,31/46
CUDDEBACK,10/23/2021 18:50,2.275869194,0,33.64088053,23/37
FANO,10/23/2021 18:50,3.530956931,2.286997344,31.42852816,28/40
CALGROVE,10/23/2021 18:50,4.190447516,5.681440942,39.49096676,31/46
AMBERCREST,10/23/2021 18:50,2.15553277,7.184623287,38.34187986,31/44
PETIT,10/23/2021 18:50,1.629522263,5.028398947,31.59254531,31/46
KINSEY,10/23/2021 18:50,1.802218607,10.37731209,38.06021083,31/46
LARCH,10/23/2021 18:50,1.525186349,2.39858014,30.91766694,31/46
NORTHPARK,10/23/2021 18:50,0.639487177,0,30.24897348,31/46
PYTHON,10/23/2021 18:50,0.798741165,3.082933536,27.99056216,31/46
LANGER,10/23/2021 18:50,0,2.396141243,30.26278345,31/45
FINGAL,10/23/2021 18:50,2.517527887,9.426413632,35.57897791,31/46
PARINA,10/23/2021 18:50,1.714060553,3.766276735,30.03268959,28/36
RANKIN,10/23/2021 18:50,1.316614148,3.113456598,33.78976652,31/46
TOGA,10/23/2021 18:50,0,0,35.16412039,31/41.7
METTLER,10/23/2021 18:50,2.831176313,0,26.13975645,23/37
Kuehner,10/23/2021 18:50,3.999894273,6.030755494,29.86560055,31/46
BONNEVILLE,10/23/2021 18:50,3.696025859,1.891527682,31.99575692,28/40
TUFA,10/23/2021 18:50,3.739152961,1.595202228,21.79763357,31/46
CLARINET,10/23/2021 18:50,0,9.136051143,29.59483954,31/46
CHAWA,10/23/2021 18:50,0.388654295,0.16270632,28.13717931,31/46
PICK,10/23/2021 18:50,2.677019903,2.506890175,23.76614105,31/46
WOBEGONE,10/23/2021 18:50,4.448719657,5.380185978,33.03852901,28/40
SAND CANYON,10/23/2021 18:50,4.879859121,1.487789438,31.55092873,31/46
SOGGY,10/23/2021 18:50,2.34290373,8.006521943,35.83922392,28/40
PURCHASE,10/23/2021 18:50,0.086434522,0.968075575,38.23080769,31/46
SCHMIDT,10/23/2021 18:50,2.777463735,0,27.78766698,31/44
HILLFIELD,10/23/2021 18:50,2.615955005,3.913115998,37.39796674,31/46
LAZARO,10/23/2021 18:50,3.429868283,3.120281592,31.04237834,28/40
CABANA,10/23/2021 18:50,0,1.722301771,27.54139322,31/46
GILMAN,10/23/2021 18:50,0,5.916299383,35.74286038,31/45
MOCCASIN,10/23/2021 18:50,2.038695072,0.127181419,34.87526005,31/46
CAESAR,10/23/2021 18:50,5.380376795,0.512733538,29.58321637,31/45
RANIER,10/23/2021 18:50,0.630492052,9.116598085,38.24891511,31/45
FLAKE,10/23/2021 18:50,2.022071512,2.103804391,31.40128328,28/36
GNATCATCHER,10/23/2021 18:50,1.833537599,0,31.70082207,31/46
SAGINAW,10/23/2021 18:50,3.780932659,4.457391018,30.09369864,24/40
HAMPSHIRE,10/23/2021 18:50,2.79273537,3.013570518,38.18464117,31/45
VARGAS,10/23/2021 18:50,0.404943883,3.755039533,26.30766091,31/46
JEEP,10/23/2021 18:50,2.367538783,8.145258462,33.49231878,27/43
BOOTLEGGER,10/23/2021 18:50,3.275187987,2.516967797,34.20140883,31/46
GLASSCOCK,10/23/2021 18:50,2.76204455,0,30.46856643,31/45
DARTMOUTH,10/23/2021 18:50,0.814563483,2.147072472,29.20707834,31/45
OLIVER,10/23/2021 18:50,1.215368274,4.847581195,33.63706992,29/42
BLACKHILLS,10/23/2021 18:50,3.491271268,7.606102138,26.71886794,31/46
BOUQUET,10/23/2021 18:50,0.354913812,6.30197058,41.27921958,31/46
PATRICIA,10/23/2021 18:50,0.977172659,6.699212625,31.57121406,31/46
DE MILLE,10/23/2021 18:50,1.927048176,0.540707928,31.59026045,31/46
PLATEAU,10/23/2021 18:50,2.898234186,1.500798553,28.04402046,31/46
ROUNDEL,10/23/2021 18:50,2.380022655,5.377671015,29.80945322,31/44
DAVENPORT,10/23/2021 18:50,0,8.592926919,32.13969466,31/46
TUBA,10/23/2021 18:50,5.6368617,1.641296343,27.38887874,31/46
AVANTI,10/23/2021 18:50,3.552509019,6.083074102,35.29964369,31/46
ANACONDA,10/23/2021 18:50,2.172350418,2.873905564,27.45014254,31/42
GUNSITE,10/23/2021 18:50,0.814663324,1.681799635,26.49029125,31/46
GALENA,10/23/2021 18:50,3.924784319,4.053889096,38.56602242,31/46
TAIWAN,10/23/2021 18:50,1.253818832,8.893594095,36.23753885,31/46
CASTRO,10/23/2021 18:50,1.68940612,2.750475757,34.29099392,29/46
OAK GLEN,10/23/2021 18:50,3.880129142,0.755975986,28.04796888,27/41
SADDLEBACK,10/23/2021 18:50,1.756999343,5.125161161,33.41584709,31/46
VETERANS,10/23/2021 18:50,0.22844189,6.344745657,35.3023191,31/46
GILLIBRAND,10/23/2021 18:50,4.973958282,6.554121127,35.76491652,31/46
FLYING D,10/23/2021 18:50,4.095222176,4.96833008,37.9221357,31/46
MODJESKA,10/23/2021 18:50,2.046336504,4.602274729,34.62557669,30/44
STEEL,10/23/2021 18:50,0.691993856,3.012676664,28.95068756,30/43
OAK KNOLL,10/23/2021 18:50,2.866732442,3.253979744,34.02272075,31/46
MORGANSTEIN,10/23/2021 18:50,0.615143339,3.270807209,30.57374795,31/46
TAPO,10/23/2021 18:50,3.423418896,0.095174465,26.04196578,31/46
BLUE CUT,10/23/2021 18:50,1.813353937,2.051271173,33.72138655,31/46
CALSTATE,10/23/2021 18:50,0,1.284923666,32.75898265,31/46
FORTUNE,10/23/2021 18:50,3.095924221,15.90345273,45.97751388,31/45
DUKE,10/23/2021 18:50,4.769952913,2.669050111,26.99141735,30/46
CARMELITA,10/23/2021 18:50,3.077234161,7.173567186,29.88793285,31/46
TANAGER,10/23/2021 18:50,2.531321075,3.030860349,31.87985067,30.67/44.07
ZONE,10/23/2021 18:50,2.641647961,3.891290882,31.05048743,31/46
BENCH,10/23/2021 19:00,0.34345589,2.146598832,36.11868828,29/42
DE MILLE,10/23/2021 19:00,1.024473797,1.954642294,30.02002058,31/46
COVENTRY,10/23/2021 19:00,2.096455257,0,32.81558396,31/46
RMV 1243,10/23/2021 19:00,4.621277408,4.509076809,36.26160883,31/46
GILLIBRAND,10/23/2021 19:00,5.064006485,4.829940389,29.45679464,31/46
ARLENE,10/23/2021 19:00,3.251050385,6.399696849,25.48919118,31/46
RUSTIC,10/23/2021 19:00,2.255322171,1.011163914,28.36394613,31/46
GILMAN,10/23/2021 19:00,0,5.164750821,36.00355764,31/45
SANTORINI,10/23/2021 19:00,3.099451241,2.878919239,30.68298071,31/42
PATRICIA,10/23/2021 19:00,0.898949521,7.814045916,29.83764626,31/46
ZENDA,10/23/2021 19:00,6.911831531,0.694855219,29.67226092,31/46
OLIVER,10/23/2021 19:00,0.997692144,3.86117703,34.63155223,29/42
RICARDO,10/23/2021 19:00,1.217168814,5.145030393,32.67388722,31/46
NAPA,10/23/2021 19:00,0.325665368,2.080819038,33.03847794,28/39
BONNEVILLE,10/23/2021 19:00,3.17630314,2.872351712,31.17685217,28/40
GINGER,10/23/2021 19:00,1.361779074,1.048949684,32.25788849,28/40
TOWNSHIP,10/23/2021 19:00,1.982027908,3.442141759,33.05094458,31/45
BOOTLEGGER,10/23/2021 19:00,3.582019655,1.452687708,25.99615714,31/46
RANKIN,10/23/2021 19:00,2.057811255,3.450077241,32.95362308,31/46
BUCKHORN,10/23/2021 19:00,0,0.760863509,27.4991584,31/46
CHAWA,10/23/2021 19:00,0,1.705588494,33.09556695,31/46
Kuehner,10/23/2021 19:00,3.52008283,5.087845155,33.90089173,31/46
LAZARO,10/23/2021 19:00,3.576045097,3.068840135,35.13167241,28/40
RANIER,10/23/2021 19:00,0.573231476,8.614282902,36.15918153,31/45
ANACONDA,10/23/2021 19:00,2.628924989,1.499150659,30.71004708,31/42
BIANCO,10/23/2021 19:00,0,0.744774866,30.96677898,31/40
CLARINET,10/23/2021 19:00,0.118051458,9.980628452,35.74842822,31/46
EASTER,10/23/2021 19:00,0,0.634027125,21.37421025,29/41
GREAT SALT,10/23/2021 19:00,2.353526203,0,24.60661985,29/42
VARGAS,10/23/2021 19:00,0.299546814,3.368567981,35.33728364,31/46
JORDAN,10/23/2021 19:00,0.014367868,3.910383624,37.50988173,27/46
NORTHPARK,10/23/2021 19:00,0.529239533,0.262978741,30.45914105,31/46
STRATHERN,10/23/2021 19:00,0,0,27.53460193,31/46
DARTMOUTH,10/23/2021 19:00,0.803031728,2.017720431,34.32221258,31/45
SADDLEBACK,10/23/2021 19:00,1.861664819,4.926731949,27.58720446,31/46
REJADA,10/23/2021 19:00,3.47176335,7.320331692,34.90294703,31/46
GLASSCOCK,10/23/2021 19:00,2.80992937,0,29.6210762,31/45
FANO,10/23/2021 19:00,3.112577996,2.270046957,29.6755283,28/40
DYSART,10/23/2021 19:00,5.414774479,2.80151721,35.14688268,31/46
PETIT,10/23/2021 19:00,1.729617931,4.41291625,36.36245221,31/46
FORTUNE,10/23/2021 19:00,3.06352726,16.56647166,38.33484308,31/45
SAUNDERS,10/23/2021 19:00,0,0,31.65088054,27/44
ESTABAN,10/23/2021 19:00,0.897006756,2.104623195,26.34224599,31/45
LAUDA,10/23/2021 19:00,1.09015659,0.630086759,29.1632289,31/45
FLYING D,10/23/2021 19:00,4.053170955,4.101936609,37.45205325,31/46
VIENTO,10/23/2021 19:00,1.570076788,5.744601547,25.78676071,31/46
GNATCATCHER,10/23/2021 19:00,1.562532885,0.470961086,31.28783984,31/46
PASCAL,10/23/2021 19:00,1.496034465,6.754173463,38.17044262,31/44
STEEL,10/23/2021 19:00,0,2.576141381,34.63487736,30/43
COLLINS,10/23/2021 19:00,2.057541139,2.591873444,31.25290938,31/43
RACER,10/23/2021 19:00,1.105497227,4.972225411,24.7783812,31/46
STEARNS,10/23/2021 19:00,0.364846233,10.9851191,42.06699292,31/46
CASTRO,10/23/2021 19:00,1.635767577,4.152002246,29.41810993,29/46
ATENTO,10/23/2021 19:00,0.31237186,6.244502837,31.94487351,31/46
GABBERT,10/23/2021 19:00,0,1.515864419,30.37832861,31/46
IMPALA,10/23/2021 19:00,3.214072256,3.941548421,35.93987406,31/46
THACHER,10/23/2021 19:00,1.674076467,0.520874362,28.5052352,29/46
LOUCKS,10/23/2021 19:00,3.230983697,5.190028526,43.27496372,31/46
ENCHANTED,10/23/2021 19:00,1.296369752,6.201498855,38.48195721,31/46
PINE COVE,10/23/2021 19:00,0.052596455,7.128479004,31.55412117,27/44
MORELLO,10/23/2021 19:00,1.551566823,0,33.2744738,31/45
PARINA,10/23/2021 19:00,0.740094743,2.6749945,39.16043935,28/36
BIG ROCK,10/23/2021 19:00,1.404686444,5.146998881,30.84884481,31/46
MARCUS,10/23/2021 19:00,5.449201444,1.061706116,25.66467546,31/46
TAGGERT,10/23/2021 19:00,0.542220501,3.182579633,28.69799919,31/46
SAVORY,10/23/2021 19:00,2.294103809,8.002497397,27.82757758,29/42
SUTT,10/23/2021 19:00,0.288741131,10.08226883,33.11610597,31/46
PHEASANT,10/23/2021 19:00,3.79446116,4.164351344,33.62238885,31/45
ZONE,10/23/2021 19:00,2.847588981,1.431286068,29.45298917,31/46
GUNSITE,10/23/2021 19:00,1.121852271,2.252716112,33.09948785,31/46
PLATEAU,10/23/2021 19:00,3.460424339,1.909365711,30.54813168,31/46
GUITAR,10/23/2021 19:00,1.047841094,10.53116598,31.06451503,31/46
CAMP BALDY,10/23/2021 19:00,0.777617477,3.057617132,32.74429303,31/46
BLACKHILLS,10/23/2021 19:00,4.126024033,6.257165088,39.52026624,31/46
FINGAL,10/23/2021 19:00,2.393701676,9.837587488,37.11038952,31/46
TIMBER CANYON,10/23/2021 19:00,0.340415949,3.187417208,35.77540959,31/46
ACOSTA,10/23/2021 19:00,1.508684806,2.471730462,33.18859703,31/46
BEAR VALLEY,10/23/2021 19:00,0,0,32.63508106,18/29
DIAMONDBACK,10/23/2021 19:00,0.310453679,7.48623805,26.81954569,31/42
CALSTATE,10/23/2021 19:00,0,0.324250999,30.38957939,31/46
GOLDSMITH,10/23/2021 19:00,0.302327736,5.240277977,33.33391547,31/45
LARCH,10/23/2021 19:00,1.620741819,3.588290532,29.93656286,31/46
FROZEN,10/23/2021 19:00,2.625979672,1.460197605,34.19467783,31/46
CAIN RANCH,10/23/2021 19:00,0.97655349,0,30.73187344,31/46
MODJESKA,10/23/2021 19:00,2.71837374,4.968335755,26.98270374,30/44
GREEN RIVER,10/23/2021 19:00,2.057321733,5.640082023,35.705426,30.55/39.5
CONINE,10/23/2021 19:00,0.377692078,1.848478454,28.66738226,28/40
SONOMA,10/23/2021 19:00,1.298118966,1.179545295,27.41172013,27/39
NAPOLEON,10/23/2021 19:00,3.00343725,4.10271723,24.78943251,31/45
TWIN LAKES,10/23/2021 19:00,4.054180157,4.169861602,31.80274159,31/45
LOCKNER,10/23/2021 19:00,1.21661048,0.055108503,31.00332849,31/45
FLAKE,10/23/2021 19:00,2.515514028,2.874236676,30.4621073,28/36
JONAGOLD,10/23/2021 19:00,0.398052465,0.260258713,25.09920991,28/39
BIRCHIM,10/23/2021 19:00,6.208509033,0.108841938,31.33909761,31/46
STAGHORN,10/23/2021 19:00,1.21702055,0.52443583,34.30176504,31/46
VETERANS,10/23/2021 19:00,0,7.022808502,35.02363867,31/46
ECHO,10/23/2021 19:00,0.136679907,2.644997864,32.59556882,31/46
WHITECLIFF,10/23/2021 19:00,0.896354772,1.559840662,29.24163425,31/46
OAK GLEN,10/23/2021 19:00,3.998342114,0.629541718,30.2650925,27/41
SOGGY,10/23/2021 19:00,2.941552995,7.37363246,40.54592352,28/40
BLUE CUT,10/23/2021 19:00,1.653656381,0.556404111,24.74297826,31/46
LYONS,10/23/2021 19:00,3.098311056,1.002614269,34.080988,31/46
SNOW VALLEY,10/23/2021 19:00,0.395408031,6.798070452,36.10717064,31/46
CALGROVE,10/23/2021 19:00,4.134494536,6.132382538,32.11070574,31/46
KINSEY,10/23/2021 19:00,1.482437953,10.96529138,34.44836186,31/46
CUDDEBACK,10/23/2021 19:00,2.691832354,0,29.5719074,23/37
HILLFIELD,10/23/2021 19:00,2.329745964,4.894523319,33.07411206,31/46
WOBEGONE,10/23/2021 19:00,4.410323253,4.260987177,32.08953671,28/40
GOWAN,10/23/2021 19:00,1.257647498,8.590416848,36.73194252,31/46
PICK,10/23/2021 19:00,2.597276328,2.722785873,32.77864784,31/46
TUFA,10/23/2021 19:00,3.66320349,1.834959479,30.46431141,31/46
BING,10/23/2021 19:00,0.754047971,2.172089278,32.78455405,31/45
DAVENPORT,10/23/2021 19:00,0.277518013,8.834320512,35.36029481,31/46
METTLER,10/23/2021 19:00,2.854286618,0,28.69337051,23/37
TOGA,10/23/2021 19:00,0.428923309,1.000280011,30.82692631,31/41.7
PYTHON,10/23/2021 19:00,0.768719022,1.827849638,38.03729143,31/46
TANAGER,10/23/2021 19:00,2.542620863,4.07064893,32.43610552,30.67/44.07
SCHMIDT,10/23/2021 19:00,2.829816501,0.332397549,28.29551623,31/44
MORGANSTEIN,10/23/2021 19:00,0.352852601,4.739135533,35.1022663,31/46
TAIWAN,10/23/2021 19:00,1.152298161,8.609570162,34.45194839,31/46
TAHQUITZ,10/23/2021 19:00,2.233016719,3.117185191,34.19716311,31/46
MOCCASIN,10/23/2021 19:00,1.810409351,0.352090557,29.59650112,31/46
LANGER,10/23/2021 19:00,0.409668773,2.011088363,36.19998939,31/45
FERRARA,10/23/2021 19:00,2.719677494,5.570103317,34.76282334,31/46
ROSA,10/23/2021 19:00,4.528899953,2.386784602,36.81078126,31/46
TAPO,10/23/2021 19:00,3.103757266,0.359190622,33.76209319,31/46
ANTON,10/23/2021 19:00,2.934074475,12.54211892,38.47215801,31/46
GRAPEVINE PEAK,10/23/2021 19:00,0.855991391,2.523118368,31.78457518,31/46
ENERGY,10/23/2021 19:00,1.162453845,0.161388204,31.13021128,31/46
BELPAC,10/23/2021 19:00,3.629801851,0.67337341,34.00447191,31/42.42
STAR ROCK,10/23/2021 19:00,3.177476188,4.732042229,31.96258811,31/44
TUBA,10/23/2021 19:00,5.483618694,2.256658501,30.4974962,31/46
AVANTI,10/23/2021 19:00,3.27737277,6.850565789,33.85777848,31/46
GALENA,10/23/2021 19:00,4.427664864,4.436628528,30.23812439,31/46
AMETHYST,10/23/2021 19:00,0,0.87751011,30.61034996,31/46
JEEP,10/23/2021 19:00,2.578970552,6.948476697,38.0572273,27/43
SAGINAW,10/23/2021 19:00,4.218828349,4.277282911,32.05431999,24/40
BOUQUET,10/23/2021 19:00,0.423005504,6.119689921,28.65519463,31/46
OAK KNOLL,10/23/2021 19:00,2.768269727,4.760487663,29.47061105,31/46
CONDOR,10/23/2021 19:00,1.126488459,2.371611168,31.08878267,31/46
STORES,10/23/2021 19:00,0,2.461309934,33.71906075,31/46
CAESAR,10/23/2021 19:00,5.698647711,2.143628976,32.63601696,31/45
CORSAIR,10/23/2021 19:00,0.804020336,0.274710336,27.47052905,30/42
ROUNDEL,10/23/2021 19:00,2.614726374,5.702089784,29.91904825,31/44
STUBBY,10/23/2021 19:00,4.790547589,5.870866459,37.90842187,31/46
MACIEL,10/23/2021 19:00,1.844722839,3.218539708,30.93586661,28/42
RED BOX,10/23/2021 19:00,1.207222877,0,29.92202167,31/46
FOOTHILL,10/23/2021 19:00,0,9.250143674,37.47691386,26/36
PURCHASE,10/23/2021 19:00,0.202471901,1.114942188,34.27607648,31/46
CASSIDY,10/23/2021 19:00,0.953955537,0,28.90279572,31/46
VIDEO,10/23/2021 19:00,4.404483231,1.108361352,30.15094896,28/45
HONEYCRISP,10/23/2021 19:00,2.703105377,1.960225488,36.07732287,29/42
BADGER,10/23/2021 19:00,2.641312068,9.747179281,39.27534,31/46
VERA CRUZ,10/23/2021 19:00,0.718344109,1.020872192,27.48018057,28/42
CUTHBERT,10/23/2021 19:00,2.580925387,0.269660101,28.74571305,31/46
CANEBRAKE,10/23/2021 19:00,0.027298421,2.776613707,34.16766143,31/46
EVERETT,10/23/2021 19:00,1.062920593,10.77829003,35.86676953,31/46
REVERSE PEAK,10/23/2021 19:00,0.054500286,6.249091085,35.39837537,31/46
WINERY,10/23/2021 19:00,2.341020793,5.154922129,20.01285662,29/42
ERRINGER,10/23/2021 19:00,0,4.563399838,30.05565357,31/45
RAINBOW,10/23/2021 19:00,2.85634183,3.694712874,29.66329027,31/46
ROS,10/23/2021 19:00,1.837910268,2.741988386,24.84225931,27/39
SAND CANYON,10/23/2021 19:00,5.0720962,3.348337155,34.04534587,31/46
AMBERCREST,10/23/2021 19:00,2.370929237,6.895712729,35.6606023,31/44
DONLON,10/23/2021 19:00,0.518142566,1.245145526,28.78370023,31/46
LOPEZ,10/23/2021 19:00,0.504381791,2.727891098,27.47810884,31/46
BUCKNER,10/23/2021 19:00,1.084054744,0.48732388,30.66588109,31/45
SWEETWATER,10/23/2021 19:00,1.733229583,4.780740882,31.44358043,31/46
HILLCREST,10/23/2021 19:00,1.854388603,4.741126599,27.82135035,31/45
JULIUS,10/23/2021 19:00,3.034609259,3.809244372,31.97803824,31/46
DUKE,10/23/2021 19:00,5.020784299,1.344440961,31.16250443,30/46
CABANA,10/23/2021 19:00,0,2.030651575,34.05359028,31/46
HAMPSHIRE,10/23/2021 19:00,2.408659191,2.348238457,32.38617276,31/45
ICEHOUSE,10/23/2021 19:00,4.522209642,4.627712436,28.97518065,31/46
ALOLA #2,10/23/2021 19:00,2.095476278,5.659947156,33.32340352,31/44
SHOVEL,10/23/2021 19:00,0.300872057,0.516905374,32.50089534,25/40
VERDEMONT,10/23/2021 19:00,1.119213906,5.438498926,30.86182797,31/46
MIDDLE ROAD,10/23/2021 19:00,0.151663128,1.406856056,28.79368304,26/42
ICE HOUSE,10/23/2021 19:00,0,0.072506988,26.24192181,31/46
ACCENT,10/23/2021 19:00,0,7.537592168,34.65024493,27/38
